domain,path,mean_luma,std_luma,mean_saturation,std_saturation,mean_gradient,p95_gradient,mean_dark_channel,low_energy,mid_energy,high_energy
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\input\norain-90.png,0.24268504977226257,0.22056421637535095,0.28148773312568665,0.2416592240333557,0.10843172669410706,0.37077414989471436,0.019447581842541695,0.9175674915313721,0.05793417617678642,0.02449832484126091
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\input\norain-29.png,0.39432328939437866,0.37032032012939453,0.07726296037435532,0.12134985625743866,0.048017874360084534,0.20966902375221252,0.24536272883415222,0.9816483855247498,0.015076993964612484,0.003274547168985009
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\restored\18.png,0.13717171549797058,0.21609479188919067,0.12050489336252213,0.15518875420093536,0.0300877895206213,0.1613977998495102,0.07806285470724106,0.9708895683288574,0.023452429100871086,0.0056579201482236385
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\restored\56.png,0.18295906484127045,0.20051397383213043,0.17588675022125244,0.22531196475028992,0.04537831246852875,0.18432459235191345,0.07385514676570892,0.9639884829521179,0.02857147715985775,0.00744012463837862
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\restored\30.png,0.29015597701072693,0.2691158950328827,0.09566368907690048,0.1503099948167801,0.07180175185203552,0.3817331790924072,0.11827614903450012,0.9664058685302734,0.02780769020318985,0.005786343477666378
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\input\54.png,0.3119818866252899,0.27647098898887634,0.06479491293430328,0.10115180909633636,0.051478806883096695,0.20441146194934845,0.1770593374967575,0.9789443612098694,0.017315037548542023,0.0037404047325253487
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\input\46.png,0.27805295586586,0.23441344499588013,0.07053134590387344,0.08063450455665588,0.05856810137629509,0.26217755675315857,0.15177719295024872,0.9750325679779053,0.020665524527430534,0.004301857203245163
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\input\23.png,0.27684491872787476,0.2635307312011719,0.09561832994222641,0.11022486537694931,0.04372086375951767,0.18059003353118896,0.16743651032447815,0.9838594794273376,0.011936815455555916,0.004203715827316046
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\restored\32.png,0.28993022441864014,0.2924201488494873,0.10937522351741791,0.11737513542175293,0.035153575241565704,0.16715025901794434,0.19099049270153046,0.9860321283340454,0.01079732645303011,0.003170591779053211
RainDrop,G:\My Drive\ComputerVision\data\RainDrop\restored\36.png,0.27217236161231995,0.2954709827899933,0.15788185596466064,0.20747549831867218,0.04331175237894058,0.22733673453330994,0.12336703389883041,0.976204514503479,0.019148923456668854,0.004646926652640104
